Product Name,Username,Review_Title,Review,Rating
['Flipkart SmartBuy 1000 W Dry Iron'],Chandra  Prakash,Nice product,I'm happy,4
['Flipkart SmartBuy 1000 W Dry Iron'],Taruna Pari,Perfect product!,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Madhusudan  Uniyal,Awesome,Amazing,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ayush Rai,Perfect product!,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Prasanta Nayak,Horrible,Proper Not warking,1
['Flipkart SmartBuy 1000 W Dry Iron'],Sanjay  S S,Worth the money,It is good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Rakesh  Kumar,Great product,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Fabulous!,Nice working...I bought it 4 years before still now working perfectly...,5
['Flipkart SmartBuy 1000 W Dry Iron'],Christopher Tossa,Worth every penny,Very nice... Awesome product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mukesh  Mandal,Excellent,Good quality,5
['Flipkart SmartBuy 1000 W Dry Iron'],Jitendra Kumar,Value-for-money,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Abhay Mishra,Terrific,High quality and best itam,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shweta  Gupta,Very poor,"Very light, clothes sticking, quality not as per expectation",1
['Flipkart SmartBuy 1000 W Dry Iron'],Rohit Ghosh,Pretty good,Awesome I am happy with this product.,4
['Flipkart SmartBuy 1000 W Dry Iron'],Subhash Kumar,Just wow!,Thanks,5
['Flipkart SmartBuy 1000 W Dry Iron'],Yaseen Yaseen,Terrible product,Bad product,1
['Flipkart SmartBuy 1000 W Dry Iron'],ambresh ambu,Good,Ok,3
['Flipkart SmartBuy 1000 W Dry Iron'],Ajeet kushwaha,Good choice,Nice product 😊,4
['Flipkart SmartBuy 1000 W Dry Iron'],Dinkar Kumar,Terrific purchase,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mamoni  Pramanik,Mind-blowing purchase,Good👍 of this price,5
['Flipkart SmartBuy 1000 W Dry Iron'],Muthu Muthumuthu,Wonderful,Very nice product good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Barnali Das,Delightful,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Great product,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shashank Tiwari,Simply awesome,Beautiful you great,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good quality product,"This Iron is very good in price and I liked it, the Iron packing was also very good.",3
['Flipkart SmartBuy 1000 W Dry Iron'],Shivani Singh,Good quality product,Awesome product in min range,4
['Flipkart SmartBuy 1000 W Dry Iron'],Biswajit mohapatra mohapatra,Terrific purchase,NYC 1,5
['Flipkart SmartBuy 1000 W Dry Iron'],Aman  Patel,Absolute rubbish!,Very nice 👌🆗🆗🆗,1
['Flipkart SmartBuy 1000 W Dry Iron'],Shivam 8055,Just wow!,Awasome,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ravi Gondaliya,Best in the market!,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Subham Kumar,Awesome,Awesome,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth every penny,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Changadev  Sirsat,Worth every penny,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Amar  Nahak,Highly recommended,Excellent product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good quality product,Good prodect value money,4
['Flipkart SmartBuy 1000 W Dry Iron'],Suraj Patel,Simply awesome,Very Good Products Flipkart Smart BuyLovelyI Am very happy 😊😊😊😊,5
['Flipkart SmartBuy 1000 W Dry Iron'],Thangavel Rathinasamy,Mind-blowing purchase,Good. Worth for money,5
['Flipkart SmartBuy 1000 W Dry Iron'],Dattatray  Choughule,Simply awesome,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],kapil  Nayak,Does the job,Product good but delivery very bad,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Brilliant,"Very good, I am satisfied with this product",5
['Flipkart SmartBuy 1000 W Dry Iron'],Akshat Mehra,Classy product,Excellent item,5
['Flipkart SmartBuy 1000 W Dry Iron'],Aruna kumar  Sahoo,Fabulous!,Nice product with this valuable price.Thanks Flipkart for giving me nice product.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sonu Kumar,Good quality product,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Does the job,Good,3
['Flipkart SmartBuy 1000 W Dry Iron'],Suprity Shil,Really Nice,Good one👍,4
['Flipkart SmartBuy 1000 W Dry Iron'],Vikkiy  Raj,Wonderful,Good product 👍,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Could be way better,Very weightless. Quality not good as expected,2
['Flipkart SmartBuy 1000 W Dry Iron'],Sanjiv  Dubey,Good quality product,It's ok,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Highly recommended,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rajnish Kumar,Classy product,Nice work,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rishabh Malviya,Must buy!,Amazing product ❤️,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good,Good product,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Super!,Very excellent  product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Daljeet Kaur,Decent product,Thnku,3
['Flipkart SmartBuy 1000 W Dry Iron'],Amit Tarafder,Must buy!,Very good product 👍👍👌👌,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rizwan Ali  Khan,Wonderful,We are happy.. thank you,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ganga Raj. J,Just okay,Its OK product on this price,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Wonderful,Very nice product. Product is same as shown.thanks,5
['Flipkart SmartBuy 1000 W Dry Iron'],Nadeem  Khan,Simply awesome,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ravindra Kumar,Mind-blowing purchase,nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Anit Mondal,Brilliant,Must buy,5
['Flipkart SmartBuy 1000 W Dry Iron'],Debendra Gahir,Terrific purchase,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ashish Munoth,Terrible product,Worst product..the heat pan layer sticks to almost all clothes..waste of money..dont buy it,1
['Flipkart SmartBuy 1000 W Dry Iron'],Chandan Singh,Nice product,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Bikash Das,Decent product,This a product,3
['Flipkart SmartBuy 1000 W Dry Iron'],Shiwanee Sharma,Brilliant,Good Product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sunil  Dutt,Awesome,Thanks Flipkart..... Super product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Uttam  Kamble,Excellent,Nice product Flipkart good service,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ankit Singh,Perfect product!,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],md saddam hussain,Just okay,Weast of money,3
['Flipkart SmartBuy 1000 W Dry Iron'],Deepa Sharma,Just wow!,Nice 👍👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Great product,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Alagu Alagu,Wonderful,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Om Prakash,Perfect product!,Wonderful product....Worth every penny,5
['Flipkart SmartBuy 1000 W Dry Iron'],MUDASSIR SHAIKH,Good choice,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Ananth Ananth,Bad quality,Very poor product west of money,2
['Flipkart SmartBuy 1000 W Dry Iron'],ROTISH KUMAR,Terrific,Nice product I am happy.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Abhi Abhi,Terrific purchase,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],praveen pandey,Must buy!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Muthtamil KKV,Very Good,Worth for money,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Bad quality,Sole plate is not good ..,2
['Flipkart SmartBuy 1000 W Dry Iron'],Priya Sharma,Worth every penny,Great,5
['Flipkart SmartBuy 1000 W Dry Iron'],Santosh Kumar,Just wow!,Best item,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ameer Khan,Highly recommended,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth the money,Awesome,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Terrific,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Krrish Rajak,Brilliant,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Nayan Sarma,Terrific purchase,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Does the job,Not satisfied,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Must buy!,Try it fentastic feel,5
['Flipkart SmartBuy 1000 W Dry Iron'],Manoj Patel,Simply awesome,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],MERAJ  ALAM,Delightful,Very nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Singh,Waste of money!,Average product ..,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Useless product,Not good... poor quality,1
['Flipkart SmartBuy 1000 W Dry Iron'],Rohit  Singh,Wonderful,Good product as expected,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Simply awesome,"Nice ,Am happy with this",5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth every penny,Very good product.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Manoj Sarkar,Simply awesome,Very good product at this price,5
['Flipkart SmartBuy 1000 W Dry Iron'],Dunna Lokesh,Fabulous!,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sayeed Rehman,Hated it!,It's not a good product. Stop buying it,1
['Flipkart SmartBuy 1000 W Dry Iron'],Akash R,Mind-blowing purchase,Exllent,5
['Flipkart SmartBuy 1000 W Dry Iron'],Anup Kumar,Mind-blowing purchase,It is very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Dody Alfaed,Worth every penny,Good Product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Fabulous!,Osm,5
['Flipkart SmartBuy 1000 W Dry Iron'],Roshan Kumar,Nice product,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Mr.  Sujit,Very Good,Good products,4
['Flipkart SmartBuy 1000 W Dry Iron'],Pavan Sunkara,Must buy!,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Suman  Kumar,Best in the market!,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sumit Kumar,Best in the market!,OK product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Dewa Kr,Decent product,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worst experience ever!,Not good,1
['Flipkart SmartBuy 1000 W Dry Iron'],Mohammad Ibraheem,Good choice,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Baranitharan M,Simply awesome,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Deepak Khandelwal,Very Good,Very good quality,4
['Flipkart SmartBuy 1000 W Dry Iron'],Himangshu  Barman,Fabulous!,Very nice 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Firoz Ansari,Brilliant,It is best iron under 400 in the market,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sonu Choudhary,Highly recommended,Awesome,5
['Flipkart SmartBuy 1000 W Dry Iron'],ANUPAM PAUL,Terrific purchase,Nice product👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sanjay R,Expected a better product,Very 😞😞 bad,2
['Flipkart SmartBuy 1000 W Dry Iron'],Raushan  Kumar,Not good,Product quality is good but some issues are faced by me after replacement date expired.,2
['Flipkart SmartBuy 1000 W Dry Iron'],Pooja Shinde,Nice,Hot,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth every penny,Product is good  but coming very late.....,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rajeev Jain,Terrific,Excellent quality in very effective price...Thank you Flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Satyam Patel,Wonderful,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Pawan Kumar,Fabulous!,Good products,5
['Flipkart SmartBuy 1000 W Dry Iron'],Jyoti  Customer,Very Good,Good product  and affordable range,4
['Flipkart SmartBuy 1000 W Dry Iron'],shubhakanshi singh,Really Nice,Good look,4
['Flipkart SmartBuy 1000 W Dry Iron'],Anand Kumar,Don't waste your money,Bad quality 😭,1
['Flipkart SmartBuy 1000 W Dry Iron'],Guddu  Kumar,Fabulous!,Nice product 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Pankaj Kumar,Terrific purchase,Very good👍👍👍👍👍👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Simply awesome,It's working fine,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Mohd,Terrific,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ragam kumar,Perfect product!,Good 👍👍👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],krishna rajput,Excellent,Best product I am happy,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rajesh Naik,Excellent,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Hari Prasath,Mind-blowing purchase,Very nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rimjhim Kumari,Awesome,Very nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Priyam Singh,Excellent,Very nice product and affordable.tnk uh Flipkart for making things in my budget.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rishi Achhra,Must buy!,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],David  kandulna,Brilliant,Nice... 😊😊,5
['Flipkart SmartBuy 1000 W Dry Iron'],Swarnendu  Metya,Good choice,Very good product.Just go for it.But price is high😶,4
['Flipkart SmartBuy 1000 W Dry Iron'],Shafiq Ahmed,Not recommended at all,Very bad don't bay this,1
['Flipkart SmartBuy 1000 W Dry Iron'],Nadim Akhtar,Must buy!,Very nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Gyan Singh,Worth the money,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Desh Deepak,Good quality product,Good product given by flipkart,4
['Flipkart SmartBuy 1000 W Dry Iron'],Kisan  Kumar,Awesome,Super products thanks Flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ra Ja,Best in the market!,It was osw🙏,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sai Parashaboina,Simply awesome,"Loght weight and good working, simply super",5
['Flipkart SmartBuy 1000 W Dry Iron'],Vipin Sharma,Good quality product,best quality,4
['Flipkart SmartBuy 1000 W Dry Iron'],Umesh K S,Bad quality,It's waste of money...i believe in Flipkart make but iron box is getting shrink at the bottom while ironing.dont buy it,2
['Flipkart SmartBuy 1000 W Dry Iron'],Sitansu Sahoo,Must buy!,Best 👌 of value,5
['Flipkart SmartBuy 1000 W Dry Iron'],UBAID AHMAD,Very Good,Mind blowing purchase ty flipkart,4
['Flipkart SmartBuy 1000 W Dry Iron'],Nivas K,Delightful,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Souvik  Giri,Worth the money,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Classy product,Very good heating Nice design 👍Liked this product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Gauri  Sankar,Unsatisfactory,Its not that good .,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Great product,nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Himanshu Himanshu,Best in the market!,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mayank Kumar,Good choice,I bought this at 425 on big billion sell...it work very good..heat quickly...have all control features for fabrics.... .good design,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sanjit kumar,Excellent,Best performance I liked it very much Flipkart smartbuy products always good .,5
['Flipkart SmartBuy 1000 W Dry Iron'],Anoop Kumar  Swarnkar,Very Good,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Goutam Kumar Shaw,Just okay,Not bad,3
['Flipkart SmartBuy 1000 W Dry Iron'],Vilas Gapat,Really Nice,Best Quality and good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Bibhu prasad nanda Bibhu,Good quality product,It's really useful and good in working,4
['Flipkart SmartBuy 1000 W Dry Iron'],Rajesh  Jothi,Horrible,This is not good product and it is performance was not good,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Great product,Nice product ❤️❤️❤️,5
['Flipkart SmartBuy 1000 W Dry Iron'],Satyam Jha,Just wow!,Good products,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shyam Lal,Good quality product,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Rashmi ranjan MUDULI,Wonderful,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Really Nice,This iron is really nice but it's wire is so small,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sonal,Nice,Nice 👍👍👍,3
['Flipkart SmartBuy 1000 W Dry Iron'],rohit raj,Nice product,Best,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sumit  Garg,Very poor,Very bad Quality money waste,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Must buy!,Good product.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sarvesh Habbu,Nice,Nice product anyone can buy,3
['Flipkart SmartBuy 1000 W Dry Iron'],Aashu,Highly recommended,Good quality 🙂🙂,5
['Flipkart SmartBuy 1000 W Dry Iron'],GANGACHALAM GAJULA,Best in the market!,Good quality,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ravindra Patil,Moderate,Poor Quality,2
['Flipkart SmartBuy 1000 W Dry Iron'],Mubarak  Hussain,Fabulous!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Vivek Nigam,Terrific purchase,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Qureshi Zubair,Brilliant,Good products,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Simply awesome,"Good product,Loved its performance",5
['Flipkart SmartBuy 1000 W Dry Iron'],Amit Goswami,Decent product,OMG very nice,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good quality product,If you can spent more than it than go for another option else this is good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Shab Ansari,Nice product,According to price it is nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Ayush Shukla,Simply awesome,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth every penny,Outstanding performance. 👍❤,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sai  Krishna Mochi,Good,Good product🎉 TQ flip kart 💐🤝,4
['Flipkart SmartBuy 1000 W Dry Iron'],Vivek babu,Awesome,I love this product in this price,5
['Flipkart SmartBuy 1000 W Dry Iron'],Prathmesh  Kshirsagar,Mind-blowing purchase,Terrific Purchase 😍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Nice product,Nice Product I'm Happy,4
['Flipkart SmartBuy 1000 W Dry Iron'],Kapil  Mahapatra,Excellent,Nice iron Box,5
['Flipkart SmartBuy 1000 W Dry Iron'],prasenjit  paul,Delightful,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Arjun Dey,Worth every penny,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Deepak  Sharma,Super!,Excellent 👍.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Pinku  Prajapati,Good quality product,Good quality,4
['Flipkart SmartBuy 1000 W Dry Iron'],Ravi Pratap  Upadhaya,Terrific purchase,Flipkart delivery Very 👍And good paking..Good product ❣️,5
['Flipkart SmartBuy 1000 W Dry Iron'],abinash garnaik,Simply awesome,I have use this product before n it's stolen so it's my 2 nd piece it's just amezing,5
['Flipkart SmartBuy 1000 W Dry Iron'],Abubakar Ansari,Brilliant,Excellent,5
['Flipkart SmartBuy 1000 W Dry Iron'],Satish Kumar,Terrific,Excellent,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ganesh Kumar,Just okay,Nice Product.... Worth In Price Nd Look Also Good Quickly Heat Nd Automatically Temprature Will Decrease,3
['Flipkart SmartBuy 1000 W Dry Iron'],BAITUL  ISLAM,Worth the money,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Mohan Panmand,Terrible product,Very Nice Iron. At this Price.. working Nicely.. Heat just in a minute.thank You Flipkart.,1
['Flipkart SmartBuy 1000 W Dry Iron'],Rajat Mohanty,Super!,Good quality in this price,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mandala  Praveen,Terrific purchase,"Easy to Handle, Good product, Recommended personally, .. Value for Money",4
['Flipkart SmartBuy 1000 W Dry Iron'],Sayantan Karmakar,Classy product,Thanks,5
['Flipkart SmartBuy 1000 W Dry Iron'],EMMANUEL KEPHA,Worth every penny,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Vinod Sen,Highly recommended,Awesome 👍👍👍👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Seraj Ahmed,Awesome,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shaikh Azhar,Awesome,Super Quality and original product thanks Flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Jayesh  kapadane,Good quality product,I have been using this product from 1 year and its extremely superb.,4
['Flipkart SmartBuy 1000 W Dry Iron'],Dhramendra Kumar,Highly recommended,Best product,5
['Flipkart SmartBuy 1000 W Dry Iron'],vinny dhar,Wonderful,The quality of product was good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Avnam  Kumari,Must buy!,Love it's product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sunil N,Mind-blowing purchase,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Mind-blowing purchase,Exillent,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rahul Saini,Wonderful,Best product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rajeev kumar,Simply awesome,Best  choice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Excellent,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sanjeev Pandey,Awesome,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shivshankar  Kaulkar,Good choice,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Aman kumar Maddheshiya,Moderate,Iron is getting hit full while heating the iron,2
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Super!,Good job,5
['Flipkart SmartBuy 1000 W Dry Iron'],Vicky Sahu,Nice product,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Highly recommended,Useful poraduct,5
['Flipkart SmartBuy 1000 W Dry Iron'],Bablu  Kumar,Best in the market!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Best in the market!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Must buy!,These history deleted,5
['Flipkart SmartBuy 1000 W Dry Iron'],Gowtham Vinoj,Great product,Good product. Thanks flipkart❤️,5
['Flipkart SmartBuy 1000 W Dry Iron'],Subith Antony,Highly recommended,Petty awesome,5
['Flipkart SmartBuy 1000 W Dry Iron'],Vinay Yadav,Best in the market!,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Deepak kumar  Swain,Must buy!,Love product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mahesh P,Very poor,The sole plate coating is worst.  I lost two shirt and one saree due to the worst sticky sole plate.   It does not have a non-sticky sole plate. The chord is also short in length. Not worth purchasing.,1
['Flipkart SmartBuy 1000 W Dry Iron'],ARUN,Waste of money!,Not Good Product,1
['Flipkart SmartBuy 1000 W Dry Iron'],Reema Rastogi,Just wow!,Best,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rupam Sengupta,Pretty good,Good at this peice. Liked it,4
['Flipkart SmartBuy 1000 W Dry Iron'],Ashish  Meena,Perfect product!,Light wait and nice brandSuperb qualityThanku flipcart,5
['Flipkart SmartBuy 1000 W Dry Iron'],K.giribrahmanaidu Katneni,Highly recommended,Good products valuable money.,5
['Flipkart SmartBuy 1000 W Dry Iron'],DOWLATH HUSSAIN S,Good choice,"Product is very good , packing needs to be improved.",4
['Flipkart SmartBuy 1000 W Dry Iron'],Rakesh Sood,Just okay,Was okay,3
['Flipkart SmartBuy 1000 W Dry Iron'],Pradeep Puthukattu,Bad quality,Not good,2
['Flipkart SmartBuy 1000 W Dry Iron'],Aakash Raj,Does the job,Nice colour,3
['Flipkart SmartBuy 1000 W Dry Iron'],Vinisha  Nair,Fair,Better go for branded Iron for more amount. Coating started coming of while iron which destroyed one of my dress,3
['Flipkart SmartBuy 1000 W Dry Iron'],Amit  Sahu,Wonderful,Nice product 👍👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Must buy!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ajay Kumar,Does the job,Ok,3
['Flipkart SmartBuy 1000 W Dry Iron'],Krisha Nandan Kumar,Wonderful,Better under 500,4
['Flipkart SmartBuy 1000 W Dry Iron'],Whitejasmine Sangma,Decent product,Good,3
['Flipkart SmartBuy 1000 W Dry Iron'],Thangaraj C,Moderate,It's only for high user vey smart don't use nylon mode it conserves heat to much which made my tshirt burn,2
['Flipkart SmartBuy 1000 W Dry Iron'],Md Kurban Ali,Just wow!,"It is very well products, I am using from 3 years, nothing problem still to came",5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Just okay,Nice 👍,3
['Flipkart SmartBuy 1000 W Dry Iron'],DeprecatedParam,Utterly Disappointed,Very bad,1
['Flipkart SmartBuy 1000 W Dry Iron'],Subhash Sawant,Simply awesome,Very good product thanks Flipkart 👍👍👍👍👍👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Wonderful,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Arun Kumar,Worthless,Don't buy this one. Quality is very poor and so light in weight. It's just luks like iron 1.,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Mind-blowing purchase,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Amit Kumar,Super!,good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Chandan Sahoo,Value-for-money,Quality is best,4
['Flipkart SmartBuy 1000 W Dry Iron'],Navneet  Chaudhari,Excellent,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Vignesh N,Mind-blowing purchase,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Thitli  Urinda,Good choice,This product is very good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth every penny,Product was missing,5
['Flipkart SmartBuy 1000 W Dry Iron'],Chain Singh Lodhi,Pretty good,Good item,4
['Flipkart SmartBuy 1000 W Dry Iron'],Manas Ghorui,Worth the money,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Akash Jain,Really Nice,"Good in price range. But quality is not best, its good only",4
['Flipkart SmartBuy 1000 W Dry Iron'],Suggu neel kanteswar Reddy,Delightful,Nice,4
